gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
BMPR1B	O00238	True	BMR1B_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.297	0.0	0.0	0.02	0.0	0.172	0.0	0.116	0.002	0.048	0.0	0.0	0.011	0.036	0.043	0.019	0.015	0.0	0.031	0.0	0.003	0.007	0.039	0.0	0.042
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.017	0.0	0.036	0.032	0.047	0.0	0.007	0.0	0.044	0.002	0.001	0.0	0.017	0.0	0.029	0.026	0.011	0.047	0.177	0.01	0.031	0.0	0.003	0.019	0.021	0.028
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.0	0.0	1.201	0.036	0.773	0.0	0.66	0.017	0.0	0.0	0.277	0.023	0.0	0.074	0.536	0.005	0.001	0.006	0.004	0.0	0.0	0.021	0.514	0.947	0.303	0.44	0.002
CNTFR	P26992	True	CNTFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.0	0.0	1.201	0.036	0.773	0.0	0.66	0.017	0.0	0.0	0.277	0.023	0.0	0.074	0.536	0.005	0.001	0.006	0.004	0.0	0.0	0.021	0.514	0.947	0.303	0.44	0.002
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.154	0.077	0.048	0.0	0.405	0.007	0.0	0.028	0.168	0.047	0.11	0.061	0.0	0.525	0.457	0.029	0.01	0.022	0.032	0.0	0.024	0.0	0.079	0.417	0.089	1.029	0.013
LIFR	P42702	True	LIFR_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.154	0.077	0.048	0.0	0.405	0.007	0.0	0.028	0.168	0.047	0.11	0.061	0.0	0.525	0.457	0.029	0.01	0.022	0.032	0.0	0.024	0.0	0.079	0.417	0.089	1.029	0.013
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.154	0.077	0.048	0.0	0.405	0.007	0.0	0.028	0.168	0.047	0.11	0.061	0.0	0.525	0.457	0.029	0.01	0.022	0.032	0.0	0.024	0.0	0.079	0.417	0.089	1.029	0.013
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.154	0.077	0.048	0.0	0.405	0.007	0.0	0.028	0.168	0.047	0.11	0.061	0.0	0.525	0.457	0.029	0.01	0.022	0.032	0.0	0.024	0.0	0.079	0.417	0.089	1.029	0.013
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0B0B35928	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	CNTF-1R	CPI-CS0EB5F7B6F	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS0E661878B	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-CS06D50EBF8	0.545	0.108	0.118	0.198	0.396	0.097	0.095	0.172	3.142	0.052	0.227	0.141	0.0	0.976	0.559	0.109	0.111	0.082	0.1	0.18	0.083	0.82	0.256	0.293	0.234	0.368	0.138
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.013	0.0	1.366	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.013	0.0	1.366	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.013	0.0	1.366	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	2.931	0.0	0.042	0.0	0.0	0.0	0.0	0.0	4.611	0.004	0.135	0.0	0.0	3.592	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	2.931	0.0	0.042	0.0	0.0	0.0	0.0	0.0	4.611	0.004	0.135	0.0	0.0	3.592	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	2.931	0.0	0.042	0.0	0.0	0.0	0.0	0.0	4.611	0.004	0.135	0.0	0.0	3.592	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	2.931	0.0	0.042	0.0	0.0	0.0	0.0	0.0	4.611	0.004	0.135	0.0	0.0	3.592	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	48.198	13.897	1.047	1.599	11.355	4.157	7.555	3.098	23.257	5.17	1.94	6.208	1.927	29.183	9.017	3.997	4.417	4.586	6.839	10.38	4.903	54.534	8.574	9.39	6.348	8.011	4.273
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	4.415	1.517	0.204	0.456	1.877	0.854	1.569	0.606	3.433	0.787	0.192	0.795	0.0	3.527	2.006	0.898	0.785	0.977	0.903	2.167	0.451	9.826	1.419	1.16	1.371	1.342	0.967
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.604	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.0	0.042	0.001	0.002	0.0	0.0	0.0	0.0	1.228	0.006	0.009	0.023	0.056	0.001
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.082	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.168	0.0	0.002	0.003	0.0	0.526	0.062	0.002	0.001	0.0	0.0	0.0	0.0	0.012	0.006	0.015	0.024	0.02	0.003
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.082	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.168	0.0	0.002	0.003	0.0	0.526	0.062	0.002	0.001	0.0	0.0	0.0	0.0	0.012	0.006	0.015	0.024	0.02	0.003
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.082	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.168	0.0	0.002	0.003	0.0	0.526	0.062	0.002	0.001	0.0	0.0	0.0	0.0	0.012	0.006	0.015	0.024	0.02	0.003
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.0	0.322	0.034	0.013	0.0	0.0	0.193	0.156	0.0	0.164	0.056	0.013	0.0	0.0	0.096	0.032	0.046	0.088	0.103	0.162	0.036	0.012	0.038	0.035	0.015	0.084	0.052
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.658	0.0	0.0	0.008	0.0	0.001
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.313	0.132	0.059	0.022	0.374	0.126	0.086	0.221	0.0	0.154	0.101	0.069	0.631	0.262	0.201	0.15	0.101	0.142	0.174	0.501	0.096	0.545	0.118	0.195	0.151	0.257	0.158
IL10RB	Q08334	True	I10R2_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.313	0.132	0.059	0.022	0.374	0.126	0.086	0.221	0.0	0.154	0.101	0.069	0.631	0.262	0.201	0.15	0.101	0.142	0.174	0.501	0.096	0.545	0.118	0.195	0.151	0.257	0.158
IL10RB	Q08334	True	I10R2_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.313	0.132	0.059	0.022	0.374	0.126	0.086	0.221	0.0	0.154	0.101	0.069	0.631	0.262	0.201	0.15	0.101	0.142	0.174	0.501	0.096	0.545	0.118	0.195	0.151	0.257	0.158
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.308	0.072	0.146	0.036	0.623	0.026	1.284	0.038	0.0	0.059	0.257	0.522	0.316	0.366	2.71	0.038	0.043	0.052	0.054	0.0	0.079	0.101	1.485	1.018	1.173	0.91	0.064
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.082	0.301	0.012	0.0	0.337	0.434	0.246	0.073	0.0	0.169	0.042	0.324	0.0	0.246	0.224	0.12	0.089	0.105	0.114	0.06	0.494	0.449	0.156	0.156	0.165	0.244	0.094
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.082	0.301	0.012	0.0	0.337	0.434	0.246	0.073	0.0	0.169	0.042	0.324	0.0	0.246	0.224	0.12	0.089	0.105	0.114	0.06	0.494	0.449	0.156	0.156	0.165	0.244	0.094
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.422	0.0	0.002	0.0	0.28	0.109	0.07	0.047	0.0	0.005	0.009	0.098	0.0	0.122	0.008	0.027	0.037	0.031	0.029	0.0	0.112	0.142	0.035	0.165	0.037	0.111	0.04
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.422	0.0	0.002	0.0	0.28	0.109	0.07	0.047	0.0	0.005	0.009	0.098	0.0	0.122	0.008	0.027	0.037	0.031	0.029	0.0	0.112	0.142	0.035	0.165	0.037	0.111	0.04
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.422	0.0	0.002	0.0	0.28	0.109	0.07	0.047	0.0	0.005	0.009	0.098	0.0	0.122	0.008	0.027	0.037	0.031	0.029	0.0	0.112	0.142	0.035	0.165	0.037	0.111	0.04
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.0	0.043	0.028	0.0	0.096	0.004	0.076	0.003	0.0	0.022	0.036	0.022	0.0	0.028	0.063	0.031	0.028	0.014	0.025	0.0	0.015	0.11	0.062	0.03	0.03	0.013	0.029
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.0	0.043	0.028	0.0	0.096	0.004	0.076	0.003	0.0	0.022	0.036	0.022	0.0	0.028	0.063	0.031	0.028	0.014	0.025	0.0	0.015	0.11	0.062	0.03	0.03	0.013	0.029
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.043	0.028	0.0	0.096	0.004	0.076	0.003	0.0	0.022	0.036	0.022	0.0	0.028	0.063	0.031	0.028	0.014	0.025	0.0	0.015	0.11	0.062	0.03	0.03	0.013	0.029
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.236	0.0	0.025	0.0	0.363	0.123	0.146	0.023	0.0	0.105	0.062	0.114	0.0	0.158	0.25	0.094	0.066	0.064	0.081	0.037	0.094	0.008	0.235	0.139	0.353	0.291	0.086
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.236	0.0	0.025	0.0	0.363	0.123	0.146	0.023	0.0	0.105	0.062	0.114	0.0	0.158	0.25	0.094	0.066	0.064	0.081	0.037	0.094	0.008	0.235	0.139	0.353	0.291	0.086
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.0	0.034	0.043	0.032	0.093	0.305	0.0	0.117	0.0	0.223	0.102	0.077	0.0	0.075	0.062	0.266	0.233	0.284	0.222	0.037	0.159	0.0	0.092	0.052	0.118	0.173	0.322
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.175	0.0	0.0	0.0	0.098	0.0	0.036	0.0	0.109	0.0	0.0	0.0	0.0	0.007	0.041	0.043	0.037	0.061	0.0	1.697	0.0	0.004	0.0	0.005	0.0	0.034
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.175	0.0	0.0	0.0	0.098	0.0	0.036	0.0	0.109	0.0	0.0	0.0	0.0	0.007	0.041	0.043	0.037	0.061	0.0	1.697	0.0	0.004	0.0	0.005	0.0	0.034
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL26 receptor	CPI-CS0317FAF76	0.0	0.175	0.0	0.0	0.0	0.098	0.0	0.036	0.0	0.109	0.0	0.0	0.0	0.0	0.007	0.041	0.043	0.037	0.061	0.0	1.697	0.0	0.004	0.0	0.005	0.0	0.034
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.0	0.001	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.009	0.0	0.002
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.0	0.001	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.009	0.0	0.002
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.0	0.001	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.009	0.0	0.002
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.0	0.001	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.009	0.0	0.002
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.065	0.003	0.0	0.0	0.042	0.0	0.033	0.0	0.03	0.001	0.001	0.0	0.0	0.01	0.062	0.056	0.059	0.121	0.033	0.019	0.0	0.0	0.003	0.012	0.0	0.065
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.065	0.003	0.0	0.0	0.042	0.0	0.033	0.0	0.03	0.001	0.001	0.0	0.0	0.01	0.062	0.056	0.059	0.121	0.033	0.019	0.0	0.0	0.003	0.012	0.0	0.065
IFNLR1	Q8IU57	True	INLR1_HUMAN	IL28 receptor	CPI-CS0A659AAAD	0.0	0.0	0.0	0.0	0.012	0.005	0.0	0.013	0.0	0.068	0.0	0.002	0.0	0.0	0.0	0.055	0.04	0.027	0.053	0.037	0.048	0.013	0.0	0.0	0.0	0.0	0.055
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.024	0.0	0.0	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.024	0.0	0.0	0.0	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.0	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.037	0.006	0.002	0.0	0.0	0.0
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.822	0.318	0.548	0.164	0.417	0.452	0.607	0.355	0.168	0.292	0.423	0.489	0.727	0.508	0.39	0.372	0.359	0.326	0.392	0.452	0.601	0.401	0.686	0.414	0.661	0.173	0.359
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.0	0.689	0.0	0.0	0.0	0.037	0.0	0.062	0.0	0.184	0.002	0.003	0.0	0.0	0.014	0.035	0.048	0.109	0.232	0.788	0.022	0.088	0.0	0.0	0.0	0.0	0.051
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.0	0.689	0.0	0.0	0.0	0.037	0.0	0.062	0.0	0.184	0.002	0.003	0.0	0.0	0.014	0.035	0.048	0.109	0.232	0.788	0.022	0.088	0.0	0.0	0.0	0.0	0.051
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.006	0.0	0.083	0.414	0.004	0.0	0.0	0.0	0.01
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 1	CPI-CS07557A266	0.0	0.269	0.022	0.052	0.073	0.187	0.192	0.376	0.0	0.528	0.023	0.018	0.0	0.0	0.034	0.633	0.619	1.023	0.564	0.841	0.267	0.055	0.041	0.025	0.031	0.045	0.927
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.269	0.022	0.052	0.073	0.187	0.192	0.376	0.0	0.528	0.023	0.018	0.0	0.0	0.034	0.633	0.619	1.023	0.564	0.841	0.267	0.055	0.041	0.025	0.031	0.045	0.927
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.0	0.269	0.022	0.052	0.073	0.187	0.192	0.376	0.0	0.528	0.023	0.018	0.0	0.0	0.034	0.633	0.619	1.023	0.564	0.841	0.267	0.055	0.041	0.025	0.031	0.045	0.927
TDGF1	P13385	True	TDGF1_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.014	0.0	0.001	0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.0	0.0	0.002	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.007	0.011	0.0	0.032	0.055	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.059	0.026	0.019	0.0	0.001
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.003	0.0	4.711	0.0	1.723	0.025	0.0	0.004	0.009	0.102	0.0	0.0	1.645	0.048	0.018	0.009	0.004	0.0	0.015	0.022	1.105	2.52	0.373	0.325	0.032
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.054	0.0	2.174	0.004	1.325	0.016	0.0	0.002	0.1	0.097	0.316	0.016	1.375	0.009	0.013	0.011	0.006	0.0	0.003	0.011	0.449	0.833	0.571	5.13	0.011
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.0	0.0	0.089	0.0	0.034	0.03	0.0	0.029	0.0	0.047	0.059	0.063	0.0	0.088	0.097	0.048	0.061	0.006	0.02	0.0	0.124	0.0	0.129	0.092	0.123	0.099	0.036
